"id","meta"
"doi:10.1109/mic.2018.032501515","06017"
"doi:10.3233/ds-170013","06018"
"doi:10.1007/978-3-642-30284-8_50","06019"
"doi:10.1016/j.cag.2011.03.039","06020"
"doi:10.1007/978-3-319-07443-6_27","06021"
"doi:10.1109/tkde.2015.2419657","06022"
"doi:10.1002/9780470495018.ch2","06023"
"doi:10.1186/s13326-016-0081-1","06024"
"doi:10.1109/mic.2012.122","06025"
"doi:10.1186/1471-2105-3-13","06026"
"doi:10.1016/j.jbi.2008.05.001","06027"
"issn:2451-8492","06028"
"issn:2451-8484","06029"
